Bytes, Url
8103625,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sajan Sacha Paatshah.mp3",
14679293,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sajjan Sacha Patshah.mp3",
14696795,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Samrath Guru Sir Hath Dharyoo.mp3",
5916600,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/sarnee thakur.mp3",
17312675,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Satgur ha bohita virla kina vicharea.mp3",
11746453,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Satgur Jaagta Hae Deho.mp3",
13671489,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Satgur Paas Benantiya Mile Naam Aadhaara.mp3",
8468817,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Satgur Paas Benuntia.mp3",
1773568,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Satsangat Kesi Janiye.mp3",
10768742,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sawab Saras Manah.mp3",
9009552,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sawan Sarsi Kamani.mp3",
9579126,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sewak Ko Nikti Hoae Dikhaweh.mp3",
12382085,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sewak Ko Nikti Hoye Dikhaway.mp3",
15528775,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Shekh Farideh Khaer Dijaeh Bandgee.mp3",
11711344,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Soeh Rahi Prabh Khabar Na Jani.mp3",
12008827,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/So Kio Visreh Meri Ma-eh.mp3",
19798771,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/So Kyon Visraay Meri Maiey.mp3",
22915702,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/So Satgur Dhan Dhan.mp3",
22915702,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/So Satgur Dhan Dhan 1.mp3",
13945618,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Soyee Rahi Prabh Khabar Na Jani.mp3",
13116768,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sumrath Guru Sirh Huth Dharioh.mp3",
8274852,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sun Vadbhageeaa.mp3",
7184533,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sun Vadbhagia Har Amrit Baani Raam.mp3",
13549236,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sun Yaar Hamaray Sajjan.mp3",
7166352,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sun Yaar Hamareh.mp3",
6751423,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sun yaar hamare sajan.mp3",
7305532,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Swami Jio Janeh Tio Tio Taar.mp3",
10261235,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Swami Saran Parioh Darbareh.mp3",
18952221,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Swami Saran Paryoo Darwaray.mp3",
7883570,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tahan Baikunth Jai Kirtan Tera.mp3",
13299504,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Takoh Laaj Muraar.mp3",
14504043,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tatee Vaoh Na Laagai.mp3",
8808432,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tera Naam Ruroh Roop Ruroh Ut Rung.mp3",
6382051,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tere Bharoseh Pyarae.mp3",
14306244,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Thakur Gaiyeh Aatam Rang.mp3",
32962560,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/thoo thaakuro bairaaguro mai jaehee ghun chaeree raam %28Asava.mp3",
11677490,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tis Gur Ko Hohn Varia.mp3",
14942587,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Toheh Diao Tin Puran Partaap.mp3",
12580595,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Toon Parbut Mera O-la Raam.mp3",
7122466,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Too Sumruth Vadda Meri Mut Thori Raam.mp3",
14839152,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tum Dateh Thakur Pratpalak.mp3",
8197979,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tu Mera Pita Tu Hain Mera Mata.mp3",
8784672,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tumroh Birid Koh Asroh.mp3",
20353039,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tum Sach Dhiavo Mugad Mana.mp3",
10904928,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Tu Sabni Tha-ee Jitheh Honh Jaee.mp3",
8880576,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Ustut Mun Mai Kar Nirankar.mp3",
7579818,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Vaisakh Suhava Ta Lagae.mp3",
12649776,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Vehperwah Sadah Rung Har Keh.mp3",
8352672,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Visar Nahee Prub Deen Diala.mp3",
13360416,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Waho Waho Gobind Singh.mp3",
6176152,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Zahir Pir Jagat Gur Baba.mp3",
23889452,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Amrit%2520pivoh%2520sadaa%2520chir%2520jivoh%5B1%5D.mp3",
5130574,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Anand%2520Sahib%2520Ramkali%5B1%5D.mp3",
4463093,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Anand%2520sahib%5B1%5D.mp3",
23107424,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Antar%2520piri%2520pyar%5B1%5D.mp3",
66803712,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Asa%2520Di%2520Var%2520April%252012%2520Part%25201%5B1%5D.mp3",
33079296,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Asa%2520Di%2520Var%2520April%252012%2520Part%25202%5B1%5D.mp3",
2209792,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Bolo%2520sach%2520nam%2520kartar%5B1%5D.mp3",
21045248,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Halay%2520yara%2520halay%2520yara%2520khushkhabri%5B1%5D.mp3",
32296960,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Har%2520ki%2520gat%2520nehai%2520kou%2520janai%5B1%5D.mp3",
29456384,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Hou%2520qurbane%5B1%5D.mp3",
32493568,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Koun%2520jaane%2520pir%2520parayi%5B1%5D.mp3",
8497152,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Madho%2520ham%2520aise%2520tu%2520aisa%5B1%5D.mp3",
7891610,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Man%2520pyarea%5B1%5D.mp3",
22695936,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Mehrvan%2520sahib%2520mehrvan%5B1%5D.mp3",
20725760,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Nasro%2520mansoor%2520guru%2520gobind%2520singh%5B1%5D.mp3",
22927712,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Bhai%2520Dilbagh%2520Singh%2520Gulbagh%2520Singh%2520-%2520Tu%2520dariyao%2520dana%2520bina%5B1%5D.mp3",
33216512,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Gur%2520Jaisa%2520nahi%2520kou%2520dev%5B1%5D.mp3",
32972800,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Gur%2520Nanak%2520jina%2520sunya%2520pekhya%5B1%5D.mp3",
19611648,   "http://sgpc.net/puratan-kirtan/Dilbagh Singh Gulbagh Singh/Waheguru%2520Waheguru%2520Waheguru%2520Wahe%2520Jiyo%5B1%5D.mp3",
3055630,   "http://sgpc.net/puratan-kirtan/Dyal Singh/38%3DJAGAT JALANDA RAKH LE.mp3",
15148763,   "http://sgpc.net/puratan-kirtan/Dyal Singh/ab%2520mohe%2520jivan%2520padvee%2520pai%5B1%5D.mp3",
3042148,   "http://sgpc.net/puratan-kirtan/Dyal Singh/agam%2520anat%2520anad%5B1%5D.mp3",
7882115,   "http://sgpc.net/puratan-kirtan/Dyal Singh/aise%2520hoye%2520pari%5B1%5D.mp3",
13491140,   "http://sgpc.net/puratan-kirtan/Dyal Singh/aisi%2520lal%2520tudh%2520b%2520in%2520koun%2520kare%5B1%5D.mp3",
7871675,   "http://sgpc.net/puratan-kirtan/Dyal Singh/anand%2520rang%2520binod%2520hamare%5B1%5D.mp3",
5243434,   "http://sgpc.net/puratan-kirtan/Dyal Singh/apne%2520thakur%2520ki%2520houn%2520cheri%5B1%5D.mp3",
2096726,   "http://sgpc.net/puratan-kirtan/Dyal Singh/asa%2520introduction%5B1%5D.mp3",
1858493,   "http://sgpc.net/puratan-kirtan/Dyal Singh/asavari%2520introduction%5B1%5D.mp3",
2298598,   "http://sgpc.net/puratan-kirtan/Dyal Singh/aysi%2520hoye%2520pari%5B1%5D.mp3",
22939099,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bandhna%2520har%2520bandhna%5B1%5D.mp3",
2276452,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bhairav%2520intro%5B1%5D.mp3",
893008,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bhairavi%2520introduction%5B1%5D.mp3",
3429613,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bhavni%2520bhagat%2520bae%2520chaike%2520chaeelo%2520bhajo%5B1%5D.mp3",
4696859,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bhor%2520bhaya%2520bahur%2520pachtani%5B1%5D.mp3",
1750242,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bhupali%2520introduction%5B1%5D.mp3",
2105089,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bilaval%2520intro%5B1%5D.mp3",
2987402,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bir%2520apar%2520bade%2520badiyar%5B1%5D.mp3",
9448218,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bisar%2520gyi%2520sabh%2520tat%2520parayi%5B1%5D.mp3",
41379047,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bisar%2520gyi%2520sabh%2520tat%2520parayi%5B1%5D 1.mp3",
11659305,   "http://sgpc.net/puratan-kirtan/Dyal Singh/bisrat%2520nahi%2520man%2520te%2520hari%5B1%5D.mp3",
1594353,   "http://sgpc.net/puratan-kirtan/Dyal Singh/brindabani%2520sarang%2520intro%5B1%5D.mp3",
10063541,   "http://sgpc.net/puratan-kirtan/Dyal Singh/chand%2520chadiya%5B1%5D.mp3",
2077921,   "http://sgpc.net/puratan-kirtan/Dyal Singh/danka%2520ki%2520dhamak%2520sun%5B1%5D.mp3",
3440056,   "http://sgpc.net/puratan-kirtan/Dyal Singh/dhoom%2520pari%2520jag%2520me%2520tumri%5B1%5D.mp3",
12416555,   "http://sgpc.net/puratan-kirtan/Dyal Singh/dss%2520aisi%2520kirpa%2520karo%5B1%5D.mp3",
13204170,   "http://sgpc.net/puratan-kirtan/Dyal Singh/dss%2520is%2520man%2520ko%2520basant%2520ki%2520lage%2520na%2520soe%5B1%5D.mp3",
26068199,   "http://sgpc.net/puratan-kirtan/Dyal Singh/dss%2520kat%2520jaiye%2520re%2520har%2520lago%2520rang%5B1%5D.mp3",
13079448,   "http://sgpc.net/puratan-kirtan/Dyal Singh/dss%2520madho%2520jal%2520ki%2520pyas%2520na%2520jaye%5B1%5D.mp3",
6339922,   "http://sgpc.net/puratan-kirtan/Dyal Singh/dss%2520nanak%2520tina%2520basant%2520hai%5B1%5D.mp3",
18087648,   "http://sgpc.net/puratan-kirtan/Dyal Singh/dss%2520raj%2520lila%2520tere%2520nam%2520banayi%5B1%5D.mp3",
4871982,   "http://sgpc.net/puratan-kirtan/Dyal Singh/gangajal%2520gur%2520gobind%2520nam%5B1%5D.mp3",
3428352,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Aaj%2520more%2520aaye%2520hain%5B1%5D.mp3",
2695168,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Aise%2520hoye%2520pari%5B1%5D.mp3",
3921920,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Aiso%2520koun%2520bali%2520re%5B1%5D.mp3",
8849408,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Bolo%2520bhaiya%2520ram%2520nam%5B1%5D.mp3",
2600960,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Chandan%2520ka%2520birva%2520bhalaa%5B1%5D.mp3",
3082240,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Das%2520tere%2520ki%2520benti%5B1%5D.mp3",
2856960,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Dhiro%2520dekh%2520tumhare%2520ranga%5B1%5D.mp3",
2533376,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Ek%2520achambav%2520dekho%2520bhai%5B1%5D.mp3",
2037760,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Har%2520aradh%2520na%2520janya%5B1%5D.mp3",
2273280,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Har%2520bin%2520koun%2520sahai%2520man%2520ka%5B1%5D.mp3",
1900544,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Har%2520gun%2520gaye%2520mera%2520man%2520sitalaya%5B1%5D.mp3",
2461696,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Har%2520ka%2520bilvna%2520bilovo%2520mere%2520bhai%5B1%5D.mp3",
2248704,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Jithe%2520jaiye%2520bahiye%2520bhalaa%2520kahiye%5B1%5D.mp3",
2263040,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Kavan%2520bani%2520ri%2520teri%2520lali%2520%28bhairavi%29%5B1%5D.mp3",
3145728,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Kavan%2520bani%2520ri%2520teri%2520lali%5B1%5D.mp3",
2480857,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Kyon%2520jivan%2520pritam%2520bin%2520mai%5B1%5D.mp3",
2801664,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Man%2520bairag%2520bhaya%2520darsan%2520dekhan%2520ka%2520chou%5B1%5D.mp3",
4012032,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Mohan%2520ghar%2520aavoh%2520karo%2520jodadiya%5B1%5D.mp3",
2447360,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Moko%2520tu%2520na%2520bisar%2520ramiya%5B1%5D.mp3",
2772992,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Nam%2520bhagat%2520mango%2520sant%5B1%5D.mp3",
1947648,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Namo%2520paryo%2520ramdas%5B1%5D.mp3",
2676736,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Oha%2520prem%2520piri%5B1%5D.mp3",
3244032,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Prabh%2520tere%2520pag%2520ki%2520dhur%5B1%5D.mp3",
2385920,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Raj%2520lila%2520tere%2520nam%2520banai%5B1%5D.mp3",
2592768,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Ram%2520naam%2520saar%2520kal%2520me%5B1%5D.mp3",
6373376,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Subh%2520bachan%2520bol%2520gun%2520amol%5B1%5D.mp3",
3147776,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Tu%2520thakur%2520tum%2520pai%2520ardas%2520%5B1%5D.mp3",
3575808,   "http://sgpc.net/puratan-kirtan/Dyal Singh/Gyani%2520Dyal%2520Singh%2520-%2520Vidya%2520vichari%2520ta%2520parupkari%5B1%5D.mp3",
6488231,   "http://sgpc.net/puratan-kirtan/Dyal Singh/hamari%2520pyari%2520amrit%2520dhari%5B1%5D.mp3",
3610164,   "http://sgpc.net/puratan-kirtan/Dyal Singh/hamari%2520pyari%2520amrit%2520dhari%5B1%5D 1.mp3",
5941960,   "http://sgpc.net/puratan-kirtan/Dyal Singh/hamra%2520thakur%2520sabh%2520te%2520oocha%5B1%5D.mp3",
7367198,   "http://sgpc.net/puratan-kirtan/Dyal Singh/hou%2520vari%2520mukh%2520fore%2520piare%5B1%5D.mp3",
12599627,   "http://sgpc.net/puratan-kirtan/Dyal Singh/ik%2520nirbhau%2520baat%2520sunee%5B1%5D.mp3",
22129090,   "http://sgpc.net/puratan-kirtan/Dyal Singh/jag%2520leo%2520re%2520mana%5B1%5D.mp3",
4132912,   "http://sgpc.net/puratan-kirtan/Dyal Singh/jai%2520jai%2520jag%2520karan%2520srist%2520ubaran%5B1%5D.mp3",
22575898,   "http://sgpc.net/puratan-kirtan/Dyal Singh/japyo%2520jin%2520arjan%2520dev%2520guru%5B1%5D.mp3",
4349528,   "http://sgpc.net/puratan-kirtan/Dyal Singh/kaise%2520man%2520thareiga%5B1%5D.mp3",
13718079,   "http://sgpc.net/puratan-kirtan/Dyal Singh/khub%2520khub%2520khub%5B1%5D.mp3",
11239583,   "http://sgpc.net/puratan-kirtan/Dyal Singh/koi%2520bole%2520ram%2520ram%5B1%5D.mp3",
21121993,   "http://sgpc.net/puratan-kirtan/Dyal Singh/kou%2520har%2520saman%2520nahi%2520raja%5B1%5D.mp3",
3424299,   "http://sgpc.net/puratan-kirtan/Dyal Singh/kyon%2520jivan%2520pritam%2520bin%2520mai%5B1%5D.mp3",
8876450,   "http://sgpc.net/puratan-kirtan/Dyal Singh/madhsudan%2520japiye%2520ur%2520dhar%5B1%5D.mp3",
6884888,   "http://sgpc.net/puratan-kirtan/Dyal Singh/man%2520bairag%2520bhaya%2520darsan%2520dekhne%2520ka%2520chou%5B1%5D.mp3",
6449717,   "http://sgpc.net/puratan-kirtan/Dyal Singh/manas%2520autar%2520dhar%2520daras%2520dikhaye%2520hain%5B1%5D.mp3",
12408199,   "http://sgpc.net/puratan-kirtan/Dyal Singh/mangna%2520mangan%2520nika%5B1%5D.mp3",
6960107,   "http://sgpc.net/puratan-kirtan/Dyal Singh/maya%2520madh%2520mata%2520rehya%2520soe%5B1%5D.mp3",
48390334,   "http://sgpc.net/puratan-kirtan/Dyal Singh/meri%2520abe%2520benti%2520sun%2520lejai%2520kaoun%2520tumare%2520aye%2520rajan%5B1%5D.mp3",
7062092,   "http://sgpc.net/puratan-kirtan/Dyal Singh/mith%2520bolra%2520sajan%2520swami%2520mora%5B1%5D.mp3",
9216246,   "http://sgpc.net/puratan-kirtan/Dyal Singh/mohan%2520nind%2520na%2520avai%2520havai%5B1%5D.mp3",
16489568,   "http://sgpc.net/puratan-kirtan/Dyal Singh/nam%2520paryo%2520ramdas%5B1%5D.mp3",
16646319,   "http://sgpc.net/puratan-kirtan/Dyal Singh/nirgun%2520rakh%2520liya%2520santan%2520ka%2520sadka%5B1%5D.mp3",
6157207,   "http://sgpc.net/puratan-kirtan/Dyal Singh/prabh%2520ju%2520toke%2520laj%2520hamari%5B1%5D.mp3",
9808913,   "http://sgpc.net/puratan-kirtan/Dyal Singh/pratpal%2520prabh%2520kirpal%5B1%5D.mp3",
7593732,   "http://sgpc.net/puratan-kirtan/Dyal Singh/rachna%2520ram%2520banayi%2520sadho%5B1%5D.mp3",
4813894,   "http://sgpc.net/puratan-kirtan/Dyal Singh/rain%2520dinas%2520parbhat%2520tuhe%2520he%2520gavna%5B1%5D.mp3",
6863400,   "http://sgpc.net/puratan-kirtan/Dyal Singh/raj%2520me%2520raj%2520jog%2520me%2520jogi%2520LS%5B1%5D.mp3",
3227729,   "http://sgpc.net/puratan-kirtan/Dyal Singh/raj%2520me%2520raj%2520jog%2520me%2520jogi%5B1%5D.mp3",
20547125,   "http://sgpc.net/puratan-kirtan/Dyal Singh/rajan%2520ke%2520raja%2520maharajan%2520ke%2520maharaja%5B1%5D.mp3",
5055018,   "http://sgpc.net/puratan-kirtan/Dyal Singh/ram%2520nam%2520durlabh%2520hai%2520bhai%5B1%5D.mp3",
8721814,   "http://sgpc.net/puratan-kirtan/Dyal Singh/ram%2520paras%2520chandan%2520ham%2520kasat%2520losat%5B1%5D.mp3",
4874068,   "http://sgpc.net/puratan-kirtan/Dyal Singh/ram%2520simar%2520ram%2520simar%5B1%5D.mp3",
15847974,   "http://sgpc.net/puratan-kirtan/Dyal Singh/rasna%2520ram%2520ram%2520bakhan%5B1%5D.mp3",
55706698,   "http://sgpc.net/puratan-kirtan/Dyal Singh/sun%2520yar%2520hamare%2520sajjan%2520karo%2520benantiya%5B1%5D.mp3",
23360186,   "http://sgpc.net/puratan-kirtan/Ghulam Mohammed Chand/Shabad Recording/01 Kirat Prabk Ki Gavo Meri Rasna.mp3",
2019190,   "http://sgpc.net/puratan-kirtan/Ghulam Mohammed Chand/Shabad Recording/01 Prabh Ju To Kehe Laj Hmari %28incom.mp3",
11470443,   "http://sgpc.net/puratan-kirtan/Gian Singh Almast/Gian Singh Almast  - Aise Gur Ko Bal Bal Jaiye.mp3",
21709184,   "http://sgpc.net/puratan-kirtan/Gian Singh Almast/Gian Singh Almast - Guldasta Bajat Basant.mp3",
44156444,   "http://sgpc.net/puratan-kirtan/Gian Singh Almast/Gian Singh Almast - Ragmala.mp3",
11505304,   "http://sgpc.net/puratan-kirtan/Gian Singh Almast/sajna sant aavoh mere almast ji.mp3",
5457962,   "http://sgpc.net/puratan-kirtan/GOPAL SINGH/39%3DLAKH KHUSHIYAN.mp3",
4138574,   "http://sgpc.net/puratan-kirtan/GOPAL SINGH/40%3DMERE MAN.mp3",
3886291,   "http://sgpc.net/puratan-kirtan/GOPAL SINGH/41%3DSABHE GAT RAM BOLE.mp3",
3913809,   "http://sgpc.net/puratan-kirtan/GOPAL SINGH/42%3DGOBIND JIO TOO.mp3",
7970816,   "http://sgpc.net/puratan-kirtan/GOPAL SINGH/Bhai%2520Gopal%2520Singh%2520-%2520Ram%2520ram%2520bol%2520ram%2520ram%5B1%5D.mp3",
10835720,   "http://sgpc.net/puratan-kirtan/GOPAL SINGH/Gobind bhajan bin jhoote sabh kaam.mp3",
10181163,   "http://sgpc.net/puratan-kirtan/GOPAL SINGH/kaun%2520bidh%2520ta%2520ki%2520kaha%2520karu%5B1%5D.mp3",
10312235,   "http://sgpc.net/puratan-kirtan/GOPAL SINGH/mate%2520matang%2520jare%2520jur%2520sung%5B1%5D.mp3",
20082688,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/Album/02%2520-%2520bhai%2520gurmej%2520singh%2520-%2520pooran%2520jot%2520jagai%2520ghat%2520me%5B1%5D.mp3",
22253568,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/Album/03%2520-%2520bhai%2520gurmej%2520singh%2520-%2520eh%2520tisar%2520mazhab%2520khalsa%5B1%5D.mp3",
6303744,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/Album/Bhai%2520Gurmej%2520Singh%2520-%2520Lal%2520lal%2520mohan%2520%5B1%5D.mp3",
12926976,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/Album/Bhai%2520Gurmej%2520Singh%2520-%2520Prabh%2520bin%2520rehan%2520na%2520jayi%2520kari%5B1%5D.mp3",
25790811,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/Album/Gurmej Singh Rakhanhar sambhar jana.mp3",
12177408,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/New Jersey 1994/Bhai%2520Gurmej%2520SIngh%2520-%2520Basant%2520hamare%2520ram%2520rang%5B1%5D.mp3",
14792996,   "http://sgpc.net/puratan-kirtan/Gurmej Singh/New Jersey 1994/Bhai%2520Gurmej%2520Singh%2520-%2520Dekh%2520phool%2520phool%2520%2520phholai%5B1%5D.mp3",
