Bytes, Url
5034747,   "http://sgpc.net/puratan-kirtan/Darshan Singh Sohal/06 Garib Naawaz Na Doosar To So.mp3",
12580805,   "http://sgpc.net/puratan-kirtan/Darshan Singh Sohal/06 Is Man Ko Basant Ki Lagai Na Soe.mp3",
5377293,   "http://sgpc.net/puratan-kirtan/Darshan Singh Sohal/06 Rakho Rakhanhar Dyala.mp3",
14752129,   "http://sgpc.net/puratan-kirtan/Darshan Singh Sohal/07 Anand Sahib Guldasta Basant Bahar.mp3",
12911284,   "http://sgpc.net/puratan-kirtan/Darshan Singh Sohal/07 Pir Dekhan Ki Aas.mp3",
7208946,   "http://sgpc.net/puratan-kirtan/Darshan Singh Sohal/08 Anand Sahib.mp3",
11987838,   "http://sgpc.net/puratan-kirtan/devinder singh/3/tere banke loan dant rasala%5D.mp3",
8807575,   "http://sgpc.net/puratan-kirtan/devinder singh/3/teri chal suhavi%5B1%5D.mp3",
12194970,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Aeh Sunt Sipahee Dekho.mp3",
12121872,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Ahsee Lal Tujh Bin Kaun Kareh.mp3",
4021872,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Amrit Bani Har Har Teri.mp3",
3317831,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Apneh Satgur Keh Balhareh.mp3",
5981563,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Apunay Satgur Kay Baleharray.mp3",
5981563,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Apunay Satgur Kay Baleharray 1.mp3",
64348361,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/AsaDiVaar1.mp3",
48083584,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/AsaDiVaar2.mp3",
8248155,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Asavanti Aas Gusai.mp3",
7176336,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Asavunti Aas Gusaiee.mp3",
9394669,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Asay Gur Koo Bal Bal.mp3",
9394669,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Asay Gur Koo Bal Bal 1.mp3",
8045520,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Aseh Gur Ko Bal Bal Ja-yeh.mp3",
29112887,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Asi Laal Tuz Bin Kaun Karay withKatha.mp3",
10741421,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/AudioTrack 01.mp3",
17991759,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/AudioTrack 02.mp3",
13890325,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/AudioTrack 03.mp3",
20143830,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/AudioTrack 04.mp3",
14259641,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/AudioTrack 05.mp3",
9710880,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Avulh Allah Noor Upaiah.mp3",
13900531,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Awal Allah Noor Upaya.mp3",
18763721,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Baba Bikh Dekhia Sunsar.mp3",
8715146,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Babiha Amrit Veleh Bolia.mp3",
32501904,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Baisakh Suhava Taa Laggee.mp3",
13842528,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Bandey Bandagi Ikhtyar.mp3",
11168749,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Beet Jahay Beet Jahay.mp3",
9981744,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Beet Jai Hai Beet Jai Hai Janum Akaaj Reh.mp3",
20518706,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Beparwah Saddaa Rang Har Kay.mp3",
20686848,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/bundhae bundhugee eikutheeaar.mp3",
16637955,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Chal Ray Baikunth.mp3",
16637955,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Chal Ray Baikunth 1.mp3",
22829498,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Chal Ray Baikunth Tujhey Lai Tarron.mp3",
13696944,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Chandan Ka Birba Bhala.mp3",
9409344,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Chatrik Chit Su Chit.mp3",
5992224,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Chet Gobind Aradhieh Hovaeh Anand Ghana.mp3",
10365792,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Choji Mereh Govinda Choji Mere Piaria.mp3",
14610192,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Chul Reh Behkunth Tujeh Leh Taro.mp3",
7381968,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Daas Tayray Kee Benti Ridh Kar Pargaas.mp3",
14009644,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Deen Dunya Dar Kamandeh.mp3",
13154352,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dekhan Kuu Musthak.mp3",
11606275,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dhakan Poonjaria Manoh Machandria.mp3",
8819232,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dhan Dhan Ram Das Gur.mp3",
9728201,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dhan Dhan Ram Dass Gur.mp3",
10236910,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dheero Dekh Tumaray Rangaa.mp3",
6392688,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dhiroh Dekh Tumareh Runga.mp3",
5429360,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dhur Ki Banee Aaee.mp3",
15620336,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dil Agar Danaa Bavud.mp3",
10496024,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dowae Thaa Rakhae Gur Soorae.mp3",
10735152,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Doway Thave Rakhay Gur Suray.mp3",
7681776,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Dukh Bhanjan Tera Naam Ji.mp3",
14359632,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Ek-k Rati Bin Eh-k Rati Keh.mp3",
15043153,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gali Asee Chungiya.mp3",
12208507,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Arjun Vitoh Kurbani.mp3",
67228257,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Arjun Vitton Kurbani.mp3",
6591391,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Jaisa Nahin Ko Dev.mp3",
20972191,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Kaa Bachan Bassai Jee Nalay.mp3",
12600030,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Ka Bachan Baseh Jee Nalae.mp3",
23816404,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Kay Charan Upar Meray Mathay.mp3",
13245072,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Ke Charan Upar Mere Mathe.mp3",
6129081,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Keh Charan Ji Ka Nistara.mp3",
7198346,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Puray Charni Layaa.mp3",
12894288,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Puray Mari Rakh Laiye.mp3",
12915456,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Sant Janoh Piara Meh Milia.mp3",
8031527,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Satgur Ka Jo Sikh Akhaeh.mp3",
5026296,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gursikha Kee Har Dhoordeh.mp3",
9086208,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gursikh Har Boloh Mere Bhai.mp3",
17334327,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gursikh Har Boloo.mp3",
15939440,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gursikh Meet Challo Gur Chaali.mp3",
9878802,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gursikh Meet Chaloh Gur Chali.mp3",
17667179,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Sundar Mohan Paye Dharee.mp3",
11173632,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Gur Sunder Mohen Pa-eh Kareh Har Prem.mp3",
16900656,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Guru Gobind Sad Dhyaaeeai.mp3",
27610428,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Halay Yarra Halay Yarra Khushkhabri.mp3",
9618000,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Hamari Payari Amritdhari.mp3",
10064005,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Bin Kaun Sahaaee Man Ka.mp3",
2849878,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Darshan Ki Asaa.mp3",
15771408,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Devoh Daan Deyal Prub.mp3",
8174156,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Gun Gaoh Mana.mp3",
8172902,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Gun Gaoh Manaa.mp3",
10664357,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Har Naam Apaar Amoli.mp3",
5656370,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Har Naam Nidhan Hai.mp3",
9164322,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Jass Ray Mana Gaye Lai.mp3",
5669222,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Jeth Juranda Lori-eh.mp3",
21297552,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har Kaa Biloovana.mp3",
20578737,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Har ka Bilovana Bhalovo Mere Bhai.mp3",
19788144,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Hon Tumri Karon Nitt Aas.mp3",
14284301,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Hum Eh Kaaj Jagat Moh Aaeh.mp3",
12654096,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Inhee Kee Kirpa Sajeh Hum Haeh.mp3",
13865161,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Inhi Ki Kirpaa kay Sazay.mp3",
8592864,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jaagat Joot Jappay.mp3",
15762853,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jahun Kahun Apno Hi Chit.mp3",
5571733,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jai Kul Poot Na Gian Vichari.mp3",
6895201,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Ja Ka Meet Sajan Heh Samia.mp3",
19121677,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jan Trahe Trahe Sarnaagati.mp3",
9293889,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jeth Jorandha Loreeai.mp3",
1973318,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jinee Naam Dhiyaya.mp3",
11764007,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jini Meanda Lal Rijaeia Hohn.mp3",
4952004,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jin Prem Kio Tinh Hee Prubh Paayo.mp3",
14365490,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jio Bhaveh Tio Moheh Pritpaleh.mp3",
11162773,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jis Nu Tu Rakhvala Mareh Tis Kaun.mp3",
4364016,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jithae Mera Satgur Betha Aaeh.mp3",
735900,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jivo Naam Suni.mp3",
22657024,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jogi Andar Jogiya.mp3",
14407623,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jogi Andhar Jogia.mp3",
12227942,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jo Jun Leh Khasum Ka Nao.mp3",
11091615,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jun Traih Traih Sarnaagtee Meri Jindrieay.mp3",
19931568,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jup Gobind Gopal Laal.mp3",
14451694,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jup Mun Mere Gobind Kee Bani.mp3",
22844126,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Jyon Bhavai Tyon Mohe Pratipal.mp3",
10337280,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kabir Laagi Preet Sujjaan Seion.mp3",
1942660,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kahaan Karo Jati Keh Karo Paati.mp3",
16148420,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kahan Karo Jati Kahh Karo Paati.mp3",
1943350,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kahan Karo Jati Keh Karo.mp3",
11100079,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kahia Karna Dita Lehna.mp3",
20789088,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kar Kirpa Vasoh Mere Hirdeh.mp3",
32038706,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kar Kirpa Vassoo Meray Hirday.mp3",
15597424,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kawan Gun Praan Puht Milo.mp3",
17065892,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kawan Gun Pranpat.mp3",
13285869,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kehyaa Karnaa Ditta Lena.mp3",
18378807,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Khoob Khoob Khoob.mp3",
3231960,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Khoob Khoob Khoob Khoob Khoob.mp3",
17433728,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Khoob Teri Pugri.mp3",
10546368,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Khoveh Thaap Rakheh Gur Sureh.mp3",
11237136,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kiah Kahiyeh Kich Kahee Na Ja-eh.mp3",
10588704,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kiah Tu Sohia Jaag Ihaana.mp3",
8790123,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kioh Shingar Milan Keh Taee.mp3",
8516778,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kirat Karam Keh Vichareh.mp3",
26374030,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kirat Prabh Ki Gao Meri Rasana.mp3",
15393840,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kirat Prub Ki Gaoh Meri Rasna.mp3",
24708746,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kirit Prab Ki Gaoo Meri Rasna.mp3",
25263312,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kirit Tuhari Koo Naa Paar.mp3",
7431860,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kiya Gun Tere Saar Samali.mp3",
30028635,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Koi Aan Milavay Mera Pritam.mp3",
27243439,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Koi Aan Milaveh Mera Pritam Pyaara.mp3",
11712828,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kuchil Kathor Kapat Kaami.mp3",
12922904,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kudrat Karke Basia.mp3",
14232704,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kudrat Kar Ke Vaseya.mp3",
11856502,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kya Gun Teray Saar Samaali.mp3",
18185971,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Kya Kahiyai kichh Kahi Na Jaye.mp3",
11686526,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Laekh na mitee he sakhee jo likhar Kartar.mp3",
11201873,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Lalan Ravia Kawan Gati Re.mp3",
15651571,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Maango Raam Te Ik Daan.mp3",
7783259,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Madho Satsungat Sarun Tumari.mp3",
12019798,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mae Andulae Kee Taek.mp3",
13361134,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Main Banjarun Raam Ki.mp3",
15180635,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mai Vanzaran Ram Ki.mp3",
12702189,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Man Anad Bhaya.mp3",
11054312,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Man Anand Bhaiya Prub Aavat Suniya.mp3",
9938361,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mangoh Ram Teh Ek Daan.mp3",
16349563,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Man Mandar Tan Vaes Kalandar.mp3",
17283418,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Man Moorakh Kaha Bin Layae.mp3",
3879885,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mat Dekh Bhula Visra Tera Chit Na Away.mp3",
15111359,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Meet Karay Soi Hum Jana.mp3",
8642112,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Meet Kareh Soee Hum Maana.mp3",
6554688,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mehma Sadhu Sang Kee.mp3",
25329550,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mera Man Shabad Lago Gur Meetha.mp3",
31622836,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Meray Man Shabad Lago Gur Meetha.mp3",
14313527,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Meray Ram Rai Tu Santa Ka.mp3",
34176567,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mere Heearey Rattan Nam.mp3",
11187850,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mere Hiareh Rattan Naam Har Vasia.mp3",
13056128,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mere Madho Jee Satsangat Milae.mp3",
13714852,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mere Madho Ji Satsangat.mp3",
18836504,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mere Mun Shabad Lagoh.mp3",
5109992,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Meri Punji Raak Murar.mp3",
9228635,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mith Bolra Ji Har Sajjan.mp3",
8506896,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mitthh Bolara Ji Har Sajun Swami Mora.mp3",
12942829,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mohay Na Vissaroo Mai Jan Tera.mp3",
11110560,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Moheh Na Visaroh Meh Jun Tera.mp3",
11166848,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Moo Lalan Sio Preet Bani.mp3",
9738681,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Mul Kharidi Lala Gola.mp3",
10025072,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Munh Bedia Diyal Sehtee Meri Maee.mp3",
7579629,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Naam Binaa Matte Sang Ralyaa.mp3",
6841968,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Naam Binah Matee Sung Raliyah.mp3",
13043767,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Naini Dekhon Gur Darshanoo.mp3",
16443604,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Na Jaana Meo Na Jaana Jaali.mp3",
10532072,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Na Jana Meoh.mp3",
16030555,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Nasro Mansoor Guru Gobind Singh.mp3",
8708621,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Neend Kiyo Aayee.mp3",
11215122,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Nehni Dekhoh Gur Darshanoh.mp3",
9903984,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Nirgun Raakh Leeya.mp3",
37229759,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Nirgun Rakh Leeya Santan Kaa Sadkaa.mp3",
11605705,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Nit Japiyeh Saas Giraas.mp3",
12837138,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Nit Japiye Sass Girass.mp3",
7722989,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Panth Chalee Tab Jagat.mp3",
4793702,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Panth Chaleh Tabh Jagat Mae.mp3",
13673892,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Pati Torai Malni Patti Patti Jeo.mp3",
15336931,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Praan Keh Bachaiya.mp3",
13466688,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Prabh Jee Ko Naam Japat Mun Chen.mp3",
16794167,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Prabh Ji Ko Naam Japat.mp3",
25661408,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Prabh Ji Ko Naam Japat Man Chain.mp3",
17329572,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Pran Kay Bachaiya.mp3",
23158784,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/prubh jee ko naam juputh mun chain.mp3",
16185069,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Putaa Mataa Ki Aasees.mp3",
5569728,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Puta Mata Kee Asees.mp3",
5562015,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Raaj Leela Tere Naam Banaae.mp3",
12201297,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Rachna Raam Banaee Sadho.mp3",
9806784,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Raen Dinus Parbaat Tu Hai Hee Gaavna.mp3",
10928292,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Rain Dinas Parbhat Tuzee.mp3",
21800273,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Raj Leela Tayray Naam Banai.mp3",
21498298,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Rakho Laj Murar.mp3",
10931432,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Rakh Pita Prabh Mere.mp3",
10518875,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Rakh Rakh Meray Bethlaa.mp3",
8952814,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Rakh Rakh Mere Beethala.mp3",
19085628,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Rakkh Pita Prabh Maray.mp3",
6629692,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Ramaiya Keh Gun Chet Pranee.mp3",
7284336,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Ram Rung Kadeh Utar Na Ja-eh.mp3",
11493312,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Ratnaa Ratan Padaruth.mp3",
12408887,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Ray Jan Mann Madhoo Seon.mp3",
8245595,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Ray Nar Eh Sachi.mp3",
19712044,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Reham Teri Sukh Paya.mp3",
10665600,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Reh Jun Mun Madho Sioh La-ieh.mp3",
7450656,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Reh Nar Eh Saachi Jee Dhar.mp3",
20294816,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Re Man Kaun Gat Hoye Hai Teri.mp3",
8189829,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Saajan Des Videsiareh.mp3",
9967514,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Saajna Sant Aao Mere.mp3",
12350195,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sabeh Jee Samaal Apni Mehar Kar.mp3",
22734412,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sabhai Jee Sammaal.mp3",
14650433,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sachi Preet Hum Tum Sio Jori.mp3",
24553919,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sachi Preet Hum Tum Sion.mp3",
11968649,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sach Naam Mera Man Laga.mp3",
19287293,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sadhoo Rachna Ram Banai.mp3",
8402048,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sadoh Gobind Keh Gun Gavoh.mp3",
17287651,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Saee Alakh Apaar.mp3",
20140087,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sai Alkah Appaar Bhori Mann Vassay.mp3",
14909693,   "http://sgpc.net/puratan-kirtan/Dharam Singh Zakhme/Sajan Desh Videshreay.mp3",
